target_id,source_id,meta_rmse,spearman,pb0_rmse,pgmtl_rmse,n_obs_sp,n_obs_su,dif_max_depth,dif_surface_area,dif_glm_strat_perc,perc_dif_max_depth,perc_dif_surface_area,perc_dif_sqrt_surface_area
nhdhr_143418975,nhdhr_121860894,nan,6.90975152283824e-310,3.3995460079791084,4.515166954486486,183.0,395.0,-1.8955099999999998,-14517807.771999998,0.07378507871321016,19.44560568048745,140.27645595860986,81.8996141383025
nhdhr_{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},nhdhr_143249864,nan,6.90975152283824e-310,1.337473288776301,2.004287223103843,823.0,1019.0,7.315199999999999,-4347147.2847,0.3684462696783025,104.34782608695652,178.44809227066744,122.93533903858602
nhdhr_{E940A362-4076-4895-A23F-1B8CCC905DEE},nhdhr_166867866,nan,4.6734448172774e-310,3.8117392471786378,2.0289843732881527,646.0,1615.0,17.068800000000003,19084000.21,0.0691307323750856,51.85185185185185,88.06804752701227,46.404578852309456
nhdhr_105567402,nhdhr_105954753,nan,4.6734448172774e-310,1.8540224290731577,1.916990169921208,1152.0,2835.0,16.8,-322645866.3,0.03648186173853524,118.30985915492957,100.39381560154901,53.833767259333364
nhdhr_120019058,nhdhr_143249192,nan,4.6734448237382e-310,3.4465000647340753,1.6138399796582654,947.0,1335.0,-27.1272,-29556825.626999997,-0.19404517453798775,64.25992779783394,149.82968338238157,90.12842084290556
nhdhr_120019354,nhdhr_143249470,nan,4e-323,3.2107112744765063,2.36218216908263,16704.0,30097.0,-20.7,-145613957.0,-0.012251882272416137,58.06451612903226,129.52847061247076,73.51450200200813
nhdhr_120020090,nhdhr_75654673,nan,0.0,1.4728779892451243,1.5658608059512655,368.0,945.0,8.8392,17223232.283,0.08535249828884328,105.45454545454547,103.99560849284406,56.08712714388868
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,nhdhr_120018211,nan,8.78e-321,2.6516595579005564,1.565064868051881,1901.0,2745.0,2.1510799999999985,-1914340.1409999998,0.042915811088295786,12.722517486157153,45.001069474665044,22.792766163908823
nhdhr_EBD8B5AF-7EBC-43A3-82BA-AF41830C144C,nhdhr_120018114,nan,4.6734448170023e-310,5.075474649537428,3.714653654966371,3977.0,6047.0,-22.9,-817320407.6,-0.015263518138261434,53.81903642773208,156.8266328794179,96.7711641191023
nhdhr_120020567,nhdhr_120018211,nan,4.6734448085605e-310,2.4053363561033243,2.7107090695267044,1901.0,2745.0,-12.4968,-4969553.216,0.042642026009582557,51.57232704402516,85.95471537346566,45.16950861429954
nhdhr_120018981,nhdhr_120018114,nan,0.0,4.9926248603536525,3.186553885774847,3977.0,6047.0,-10.048000000000002,-300590293.7,0.17932922655715267,27.81530284575352,114.38131220380683,62.83586921626251
